repo,id,number,title,state,created_at,updated_at,labels,author,body
firecrawl/firecrawl-mcp-server,3153331424,66,Error: Missing fireCrawlApiKey when installing @mendableai/mcp-server-firecrawl via Smithery and Windsurf Pro,open,2025-06-17T12:30:46Z,2025-09-20T12:53:44Z,[],Ranteck,"**Summary**
When attempting to install `@mendableai/mcp-server-firecrawl` using the command provided by Smithery (with Windsurf Pro as the client), the process fails with an error stating that the required property `fireCrawlApiKey` is missing.

**Setup**
- Using Smithery to generate and paste the API key.
- Command provided by Smithery (run via CMD):
  ```
  npx -y @smithery/cli@latest install @mendableai/mcp-server-firecrawl --client windsurf --profile intellectual-clownfish-hFiJVB --key a6e1e1d4-80a5-487a-b23b-4c5e8a5d594e
  ```
- Client: Windsurf Pro
- Operating System: Windows 11

**Error Output**
```
Error: failed to initialize server: 2025-06-17T11:53:45.544Z [Runner] Connecting to server: {""id"":""@mendableai/mcp-server-firecrawl"",""connectionTypes"":[""stdio""]}
2025-06-17T11:53:45.545Z [Runner] Starting child process setup...
2025-06-17T11:53:46.175Z [Runner] Error: Failed to fetch server connection: Registry request failed with status 400: {""error"":""[{\""keyword\"":\""required\"",\""dataPath\"":\""\"",\""schemaPath\"":\""#/required\"",\""params\"":{\""missingProperty\"":\""fireCrawlApiKey\""},\""message\"":\""should have required property 'fireCrawlApiKey'\""}]""}
2025-06-17T11:53:46.175Z [Runner] Final cleanup on exit: server terminated.
```

**Steps to Reproduce**
1. In Smithery, paste the provided API key.
2. Use the command above to attempt installation via CMD.
3. Observe the error output regarding the missing `fireCrawlApiKey`.

**Expected Behavior**
The installation should proceed without an error if the API key is correctly supplied via Smithery.

**Actual Behavior**
The installation fails with a missing `fireCrawlApiKey` error, despite providing the key through Smithery.

**Additional Context**
- Unsure if the API key needs to be set elsewhere or if there is a mismatch between what Smithery provides and what the MCP server expects.
- No prior successful installs with this workflow.
- Using Windsurf Pro in Windows 11.

Please advise on where or how the `fireCrawlApiKey` should be configured to resolve this error.
"
firecrawl/firecrawl-mcp-server,3088677541,64,Using n8n to connect to firecrawl-mcp-server throws a 404 error,open,2025-05-24T19:21:47Z,2025-06-01T13:57:48Z,[],wuhuanyan,"## 1. Self-hosted Firecrawl Service Test

I have self-hosted the `firecrawl` service and conducted some basic tests using cURL.

```bash
curl -X POST http://127.0.0.1:3002/v1/scrape \
    -H 'Content-Type: application/json' \
    -d '{
      ""url"": ""https://www.baidu.com"",
      ""formats"": [""markdown"", ""html""]
    }'
```

✅ This test works fine — I can successfully retrieve content from Baidu in both markdown and HTML formats.

![Screenshot of successful curl request](https://github.com/user-attachments/assets/3b9321e8-f021-4ed1-8f55-23e013e34651)

---

## 2. Self-hosted firecrawl-mcp-server with SSE_LOCAL enabled

Then, I also self-hosted the `firecrawl-mcp-server` using Docker Compose, and set `SSE_LOCAL: true`.

```dockerfile
services:
  firecrawl:
    image: mcp/firecrawl
    container_name: firecrawl-mcp-server
    environment:
      FIRECRAWL_API_URL: ""http://host.docker.internal:3002/v1""
      FIRECRAWL_RETRY_MAX_ATTEMPTS: ""5""
      FIRECRAWL_RETRY_INITIAL_DELAY: ""2000""
      FIRECRAWL_RETRY_MAX_DELAY: ""30000""
      FIRECRAWL_RETRY_BACKOFF_FACTOR: ""3""
      FIRECRAWL_CREDIT_WARNING_THRESHOLD: ""2000""
      FIRECRAWL_CREDIT_CRITICAL_THRESHOLD: ""500""
      SSE_LOCAL: true
    stdin_open: true
    tty: false
    restart: ""no""
    ports:
      - ""3000:3000""
    extra_hosts:
      - ""host.docker.internal:host-gateway""
    networks:
      - default

networks:
  default:
    driver: bridge
```

✅ The server starts up normally, and I can access it via port 3000.

![Docker logs screenshot](https://github.com/user-attachments/assets/5e2d4960-5e42-496b-bd6c-b519b8dfa0e1)

---

## 3. Integration with n8n

In n8n, I managed to establish communication with the `firecrawl-mcp-server`, as evidenced by its ability to fetch the tool list.

![Tool list fetched successfully](https://github.com/user-attachments/assets/a924fd98-0a0f-46ab-856f-dcdd791ffa0f)

❌ However, when running the MCP client test in n8n, I receive a `404 Not Found` error.

There are no logs generated from either:

- `firecrawl` (the scraping backend)
- `firecrawl-mcp-server` (the MCP adapter)

Since a 404 is returned, I suspect the request actually reaches the `firecrawl-mcp-server`. Is it possible that detailed logging is not enabled by default in `firecrawl-mcp-server`?

Without proper logs, debugging this issue becomes very difficult.

![Image](https://github.com/user-attachments/assets/c4cbb50b-70f1-4265-81e9-d54c21413c49)

---

## Summary of Questions

1. Why does the MCP client test return a 404 error?
2. Why are there no logs being generated on either service?
3. Is there a way to enable more verbose logging in `firecrawl-mcp-server` for debugging purposes?

Any help or suggestions would be greatly appreciated!"
firecrawl/firecrawl-mcp-server,3046449424,59,firecrawl_scrape : Status code: 400 : When 'extract' or 'json' format is specified....,open,2025-05-07T15:50:05Z,2025-06-04T06:12:14Z,[],bdb123,"Hi, getting this error :

**Failed to scrape URL. Status code: 400. Error: Bad Request - [{""code"":""custom"",""message"":""When 'extract' or 'json' format is specified, corresponding options must be provided, and vice versa"",""path"":[]}]**

I'm using MCP Inspector to run and connect to the local firecrawl mcp server. This error only seems to happen for scrape. Map and crawl are working OK.

I'm asking for markdown only so not asking for json or extract. I've tried playing around with other parameters and checking against the settings in a successful playground execution but not getting anywhere. So either I'm missing something or its a wee bug... help would be much appreciated as this is such a useful tool and I really want to evaluate and get it into an agent!

Request to server:
{
  ""method"": ""tools/call"",
  ""params"": {
    ""name"": ""firecrawl_scrape"",
    ""arguments"": {
      ""url"": ""bbc.co.uk"",
      ""formats"": [
        ""markdown""
      ],
      ""includeTags"": [],
      ""excludeTags"": [],
      ""actions"": [],
      ""extract"": {},
      ""location"": {}
    },
    ""_meta"": {
      ""progressToken"": 6
    }
  }
}

Response:
{
  ""content"": [
    {
      ""type"": ""text"",
      ""text"": ""Failed to scrape URL. Status code: 400. Error: Bad Request - [{\""code\"":\""custom\"",\""message\"":\""When 'extract' or 'json' format is specified, corresponding options must be provided, and vice versa\"",\""path\"":[]}]""
    }
  ],
  ""isError"": true
}

Thanks!!
"
firecrawl/firecrawl-mcp-server,3034569932,56,[firecrawl_crawl] formatResults function trims the content after 100 characters,open,2025-05-01T19:43:48Z,2025-05-01T19:43:48Z,[],dimakrest,"Hey,

I'm using the Firecrawl MCP server to create some documentation that I later feed into Cursor. While doing so, I instructed Cursor to use the crawl function, and it seems that once the crawl is completed and the results are returned from the server the content gets trimmed and limited to 100 characters.

The fix is very simple, but I'm wondering—is this a bug or a feature? :)

![Image](https://github.com/user-attachments/assets/c9e91938-98f8-4d80-b82a-56f668ee14a9)

Thanks,
Dima"
firecrawl/firecrawl-mcp-server,3031747134,55,"ERROR:java.lang.NullPointerException: Cannot invoke ""com.fasterxml.jackson.databind.JsonNode.getNodeType()"" because the return value of ""com.fasterxml.jackson.databind.JsonNode.get(String)"" is null",open,2025-04-30T16:01:24Z,2025-04-30T16:01:24Z,[],abinggo," I used with langchain4j with java, however, occured the ERROR
@Bean
    public McpClient firecrawlMcpClient() {
        List<String> command = List.of(
                ""firecrawl-mcp""  // 或者用完整路径，避免依赖 npx
        );

        Map<String, String> environment = Map.of(
                ""FIRECRAWL_API_KEY"", firecrawlApiKey
        );

        return McpClientFactory.createMcpClient(command, environment);
    }

java.lang.NullPointerException: Cannot invoke ""com.fasterxml.jackson.databind.JsonNode.getNodeType()"" because the return value of ""com.fasterxml.jackson.databind.JsonNode.get(String)"" is null
	at dev.langchain4j.mcp.client.ToolSpecificationHelper.jsonNodeToJsonSchemaElement(ToolSpecificationHelper.java:48) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.ToolSpecificationHelper.jsonNodeToJsonSchemaElement(ToolSpecificationHelper.java:68) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.ToolSpecificationHelper.toolSpecificationListFromMcpResponse(ToolSpecificationHelper.java:37) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.DefaultMcpClient.obtainToolList(DefaultMcpClient.java:266) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.DefaultMcpClient.listTools(DefaultMcpClient.java:139) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.McpToolProvider.provideTools(McpToolProvider.java:34) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at "
firecrawl/firecrawl-mcp-server,3031739680,54,"ERROR:java.lang.NullPointerException: Cannot invoke ""com.fasterxml.jackson.databind.JsonNode.getNodeType()"" because the return value of ""com.fasterxml.jackson.databind.JsonNode.get(String)"" is null",closed,2025-04-30T15:58:08Z,2025-04-30T15:59:16Z,[],abinggo,"
java.lang.NullPointerException: Cannot invoke ""com.fasterxml.jackson.databind.JsonNode.getNodeType()"" because the return value of ""com.fasterxml.jackson.databind.JsonNode.get(String)"" is null
	at dev.langchain4j.mcp.client.ToolSpecificationHelper.jsonNodeToJsonSchemaElement(ToolSpecificationHelper.java:48) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.ToolSpecificationHelper.jsonNodeToJsonSchemaElement(ToolSpecificationHelper.java:68) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.ToolSpecificationHelper.toolSpecificationListFromMcpResponse(ToolSpecificationHelper.java:37) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.DefaultMcpClient.obtainToolList(DefaultMcpClient.java:266) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.client.DefaultMcpClient.listTools(DefaultMcpClient.java:139) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.mcp.McpToolProvider.provideTools(McpToolProvider.java:34) ~[langchain4j-mcp-1.0.0-beta3.jar:na]
	at dev.langchain4j.service.tool.ToolService.executionContext(ToolService.java:89) ~[langchain4j-1.0.0-beta3.jar:na]
	at dev.langchain4j.service.DefaultAiServices$1.invoke(DefaultAiServices.java:186) ~[langchain4j-1.0.0-beta3.jar:na]
	at jdk.proxy2/jdk.proxy2.$Proxy63.stream(Unknown Source) ~[na:na]
	at com.wyb.llmeng.controller.ChatConntroller.lambda$stream$3(ChatConntroller.java:35) ~[classes/:na]
	at reactor.core.publisher.FluxCreate.subscribe(FluxCreate.java:97) ~[reactor-core-3.7.4.jar:3.7.4]
	at reactor.core.publisher.Flux.subscribe(Flux.java:8891) ~[reactor-core-3.7.4.jar:3.7.4]
	at org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler$AbstractEmitterSubscriber.connect(ReactiveTypeHandler.java:283) ~[spring-webmvc-6.2.5.jar:6.2.5]
	at org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler.handleValue(ReactiveTypeHandler.java:172) ~[spring-webmvc-6.2.5.jar:6.2.5]
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler.handleReturnValue(ResponseBodyEmitterReturnValueHandler.java:210) ~[spring-webmvc-6.2.5.jar:6.2.5]@Bean
public McpClient firecrawlMcpClient() {
    List<String> command = List.of(
        ""npx"", ""-y"", ""firecrawl-mcp""
    );
    Map<String, String> env = Map.of(
        ""FIRECRAWL_API_KEY"", ""fc-xxxxx""
    );
    return McpClientFactory.createMcpClient(command, env);
}
"
firecrawl/firecrawl-mcp-server,3030907584,53,the url and api shared by local fireacrawl  are baned showed as 401 in vscode cline,open,2025-04-30T10:50:35Z,2025-04-30T10:50:35Z,[],Edwin-Morant,"![Image](https://github.com/user-attachments/assets/3bb400fe-bb18-4129-a384-18cd74d1ff9a)

1.when i use special command ,it could worked :

![Image](https://github.com/user-attachments/assets/0baa1589-bb85-409e-bc5f-57ba682d90b6)"
firecrawl/firecrawl-mcp-server,3021632575,51,sse server There is an error in the return parameter type.,open,2025-04-26T08:49:12Z,2025-06-08T18:25:25Z,[],lijiaxing1997," see server return 
`ToolParameter(name='location', parameter_type='object', description='Location settings for scraping', required=False, default='{}', parameter_items=None)], metadata={'endpoint': 'http://localhost:3000/sse'}, identifier='firecrawl_scrape')`
When using it, there will be an error.
`code"": ""invalid_type"",\n    ""expected"": ""string"",\n    ""received"": ""object"",\n    ""path"": [\n      ""location""\n    ],\n    ""message"": ""Expected string, received object""\n  }\n]', 'annotations': None}`"
firecrawl/firecrawl-mcp-server,3014745441,50,Issue running with Docker,open,2025-04-23T17:14:37Z,2025-04-24T09:46:41Z,[],monkeydust,"1. docker pull mcp/firecrawl

2. docker run -d -p 8000:3000 --name firecrawl -e FIRECRAWL_API_KEY=<key> mcp/firecrawl

3. When I run localhost:8000 or localhost:8000/sse get 404 error 

4. In docker desktop

***
2025-04-23 18:09:28 Initializing Firecrawl MCP Server...
2025-04-23 18:09:28 Running in stdio mode, logging will be directed to stderr
2025-04-23 18:09:28 [info] Firecrawl MCP Server initialized successfully
2025-04-23 18:09:28 [info] Configuration: API URL: default
2025-04-23 18:09:28 Firecrawl MCP Server running on stdio

***

(on windows 11) "
firecrawl/firecrawl-mcp-server,3013563170,49,Unknown tool: firecrawl_scrape,open,2025-04-23T10:39:06Z,2025-05-01T14:35:53Z,[],yolanda3142,"Error: Unknown tool: firecrawl_scrape
 -------工具的触发情况-------工具名是---- firecrawl_scrape ----工具填参是---
 {'url': 'https://baijiahao.baidu.com/s?id=1828801290499337884', 'formats': ['markdown'], 'onlyMainContent': True}
- ---------------------------------------工具的执行结果是---------------------------------------
 Error: Unknown tool: firecrawl_scrape

why? "
firecrawl/firecrawl-mcp-server,3010688559,48,Firecrawl MCP Tools Failures: `extract` Instability and Unimplemented `deep_research`/`generate_llmstxt`,open,2025-04-22T10:42:30Z,2025-04-22T10:42:30Z,[],Symplify62,"
During systematic testing of Firecrawl tools exposed via an MCP (Multi-Capability Platform) server integration, several tools consistently failed across multiple attempts. This issue details the problems encountered with `mcp_local_firecrawl_firecrawl_extract`, `mcp_local_firecrawl_firecrawl_deep_research`, and `mcp_local_firecrawl_firecrawl_generate_llmstxt`.

**Affected Tools:**

1.  `mcp_local_firecrawl_firecrawl_extract`
2.  `mcp_local_firecrawl_firecrawl_deep_research`
3.  `mcp_local_firecrawl_firecrawl_generate_llmstxt`

**Observed Behavior & Errors:**

1.  **`mcp_local_firecrawl_firecrawl_extract`:**
    *   Initial tests and retries failed.
    *   Error messages received included:
        *   `Error: no result from tool. The user likely interrupted the tool call to send you a message.`
        *   `Request failed with status code 500` (Internal Server Error) when attempting to extract from `https://docs.firecrawl.dev/introduction`)
    *   **Analysis:** While the core Firecrawl documentation confirms the `extract` feature ([https://docs.firecrawl.dev/introduction](https://docs.firecrawl.dev/introduction)), its implementation or configuration within the tested MCP server environment appears unstable or faulty, leading to inconsistent errors and failures.

2.  **`mcp_local_firecrawl_firecrawl_deep_research`:**
    *   Initial tests and retries failed.
    *   Error messages received included:
        *   `Error: no result from tool. The user likely interrupted the tool call to send you a message.`
        *   `Error calling tool: Tool mcp not found.`
    *   **Analysis:** Documentation review for `firecrawl-mcp-server` (across various commits/branches) did not show evidence of a `deep_research` tool implementation. It's suspected that this tool, despite being listed as available by the MCP environment, is **not actually implemented** in the version of `firecrawl-mcp-server` being run, causing the ""Tool not found"" errors.

3.  **`mcp_local_firecrawl_firecrawl_generate_llmstxt`:**
    *   Initial tests and retries failed.
    *   Error messages received consistently included:
        *   `Error calling tool: Tool mcp not found.`
    *   **Analysis:** Similar to `deep_research`, documentation review for `firecrawl-mcp-server` did not show evidence of a `generate_llmstxt` tool. It's suspected that this tool, despite being listed as available by the MCP environment, is **not actually implemented** in the version of `firecrawl-mcp-server` being run.

**Test Calls Attempted (Examples):**

```python
# Extract Attempt (Failed with 500 Error)
# print(default_api.mcp_local_firecrawl_firecrawl_extract(prompt=""Extract the main features..."", urls=[""https://docs.firecrawl.dev/introduction""]))

# Deep Research Attempt (Failed with Tool Not Found / User Interrupted)
# print(default_api.mcp_local_firecrawl_firecrawl_deep_research(query=""future of renewable energy"", maxUrls=5, timeLimit=60))

# Generate LLMs.txt Attempt (Failed with Tool Not Found)
# print(default_api.mcp_local_firecrawl_firecrawl_generate_llmstxt(url=""https://google.com""))
```

**Environment Details (Client):**

*   **Editor:** Cursor
*   **Version:** 0.48.9
*   **Commit:** 1.96.2 (61e99179e4080fecf9d8b92c6e2e3e00fbfb53f0)
*   **Date:** 2025-04-12T18:33:49.349Z
*   **Electron:** 34.3.4
*   **ElectronBuildId:** undefined (Note: Your provided info lists ElectronBuildId as undefined)
*   **Chromium:** 132.0.6834.210
*   **Node.js:** 20.18.3
*   **V8:** 13.2.152.41-electron.0
*   **OS:** Darwin x64 24.4.0 (Inferred from user info, OS version in your provided string seems different)

**Expected Behavior:**

*   `mcp_local_firecrawl_firecrawl_extract` should execute successfully and return the extracted data or a clear error if the extraction itself fails (not a server/tool error).
*   `mcp_local_firecrawl_firecrawl_deep_research` and `mcp_local_firecrawl_firecrawl_generate_llmstxt` should either:
    *   Execute successfully if they *are* intended to be implemented.
    *   Or, not be listed as available tools by the MCP server if they are not implemented, to avoid confusion.

**Suggestion:**

Could the maintainers please:
1.  Investigate the stability and configuration of the `extract` tool within the MCP server context?
2.  Verify whether `deep_research` and `generate_llmstxt` are intended features for `firecrawl-mcp-server`?
    *   If yes, ensure they are correctly implemented and callable.
    *   If no, update the MCP server's tool discovery mechanism to avoid listing unimplemented tools.

Thank you!"
firecrawl/firecrawl-mcp-server,3010297974,47,SSE_LOCAL=true How should it be used?,open,2025-04-22T08:11:48Z,2025-09-18T22:59:53Z,[],lijiaxing1997,"<img width=""1359"" alt=""Image"" src=""https://github.com/user-attachments/assets/b0cdfb29-41f0-4029-94cd-0940811aedf5"" />

After entering this command, there is no output of monitoring port information and it is directly executed and ended."
firecrawl/firecrawl-mcp-server,2998927826,44,Can't Seem To Turn On SSE with Docker,open,2025-04-16T08:45:30Z,2025-04-16T08:45:30Z,[],RamseyNjire,I installed the server with Docker on Railway but the logs keep saying it's running in STDIO mode even when I've set variables like FIRECRAWL_TRANSPORT and FIRECRAWL_TRANSPORT_TYPE to sse. Not sure if I'm missing something. Does it support sse out of the box?
firecrawl/firecrawl-mcp-server,2980597094,40,Tool parameters never define default values,open,2025-04-08T18:11:54Z,2025-04-25T19:30:51Z,[],grzegorz-aniol,"I noticed that many functions require quite a long list of parameters. However, I think LLMs may not always provide all of them in the expected format. Many parameters could be defined with default values, which would make building well-structured parameters much simpler, reduce mistakes and make prompts shorter.

<img width=""556"" alt=""Image"" src=""https://github.com/user-attachments/assets/cbd90213-3d84-4027-8e00-eb4f6e89cae1"" />


Example from other tool:
<img width=""348"" alt=""Image"" src=""https://github.com/user-attachments/assets/36da81b6-1828-4187-a689-5aa81f4ecaff"" />"
firecrawl/firecrawl-mcp-server,2979253856,39,Method not found,open,2025-04-08T09:56:50Z,2025-04-08T09:56:50Z,[],thilllon,"MCP server config

```json
{
  ""mcpServers"": {
    ""mcp-server-firecrawl"": {
      ""command"": ""npx"",
      ""args"": [""-y"", ""firecrawl-mcp""],
      ""env"": {
        ""FIRECRAWL_API_KEY"": ""fc-xxxxxxxxxxxxxxxxxxxxxxxxxx(my api key)""
      }
    }
  }
}

```

claude log

```log
2025-04-08T09:54:59.641Z [mcp-server-firecrawl] [info] Message from server: {""jsonrpc"":""2.0"",""id"":27,""error"":{""code"":-32601,""message"":""Method not found""}}
2025-04-08T09:55:04.632Z [mcp-server-firecrawl] [info] Message from client: {""method"":""resources/list"",""params"":{},""jsonrpc"":""2.0"",""id"":28}
2025-04-08T09:55:04.634Z [mcp-server-firecrawl] [info] Message from server: {""jsonrpc"":""2.0"",""id"":28,""error"":{""code"":-32601,""message"":""Method not found""}}
2025-04-08T09:55:04.634Z [mcp-server-firecrawl] [info] Message from client: {""method"":""prompts/list"",""params"":{},""jsonrpc"":""2.0"",""id"":29}
2025-04-08T09:55:04.635Z [mcp-server-firecrawl] [info] Message from server: {""jsonrpc"":""2.0"",""id"":29,""error"":{""code"":-32601,""message"":""Method not found""}}
```"
firecrawl/firecrawl-mcp-server,2975984988,38,spawn npx ENOENT spawn npx ENOENT,open,2025-04-07T08:05:12Z,2025-04-07T08:45:44Z,[],luffuy69,cline安装成功，但最后提示spawn npx ENOENT spawn npx ENOENT，怎么解决，谢谢
firecrawl/firecrawl-mcp-server,2974999307,37,[Server Bug] @mendableai/mcp-server-firecrawl,open,2025-04-06T14:45:39Z,2025-04-06T14:45:39Z,[],jjang750,"## Overview
**Client:** cursor
**Bug Type:** Server Bug
**Server:** @mendableai/mcp-server-firecrawl
**Connection:** Remote
**OS:** Windows
**Source:** Smithery

## Description


## Logs
```

C:\Users\jjang>npx -y @smithery/cli@latest inspect @mendableai/mcp-server-firecrawl --verbose
- Resolving @mendableai/mcp-server-firecrawl...[verbose] Resolving package @mendableai/mcp-server-firecrawl from registry at https://registry.smithery.ai
[verbose] Making GET request to https://registry.smithery.ai/servers/@mendableai/mcp-server-firecrawl
| Resolving @mendableai/mcp-server-firecrawl...[verbose] Response status: 200
[verbose] Successfully received server data from registry
[verbose] Server @mendableai/mcp-server-firecrawl resolved with 1 connection options
√ Successfully resolved @mendableai/mcp-server-firecrawl
? The API key for the FireCrawl server. (required) ***********************************
[verbose] Collected Configuration Values: {
  ""fireCrawlApiKey"": ""fc-***********************************""
}
- Connecting to server...[Runner] Connecting to server: {
  id: '@mendableai/mcp-server-firecrawl',
  connectionTypes: [ 'stdio' ]
}
[Runner] Starting child process setup...
| Connecting to server...[Runner] Using npx path: npx
[Runner] Windows platform detected, using cmd /c for npx
[Runner] Executing: { command: 'cmd', args: [ '/c', 'npx', '-y', 'firecrawl-mcp' ] }
- Connecting to server...file:///C:/Users/jjang/AppData/Local/npm-cache/_npx/12b05d58670d8359/node_modules/zod-to-json-schema/dist/esm/selectParser.js:5
import { parseBooleanDef } from ""./parsers/boolean.js"";
         ^^^^^^^^^^^^^^^
SyntaxError: The requested module './parsers/boolean.js' does not provide an export named 'parseBooleanDef'
    at ModuleJob._instantiate (node:internal/modules/esm/module_job:180:21)
    at async ModuleJob.run (node:internal/modules/esm/module_job:263:5)
    at async onImport.tracePromise.__proto__ (node:internal/modules/esm/loader:578:26)
    at async asyncRunEntryPointWithESMLoader (node:internal/modules/run_main:116:5)

Node.js v22.14.0
[Runner] Child process terminated
[Runner] Process terminated unexpectedly while running
[Runner] Exit handler triggered, starting shutdown...
[Runner] Starting cleanup...
[Runner] Attempting to close transport...
[Runner] Transport closed successfully
[Runner] Cleanup completed
× Failed to connect to server: MCP error -32001: Request timed out
[Runner] STDIN closed (client disconnected)
[Runner] Exit handler triggered, starting shutdown...
[Runner] Cleanup already in progress, skipping...
[Runner] Exit handler triggered, starting shutdown...
[Runner] Cleanup already in progress, skipping...
[Runner] Final cleanup on exit
```

## Screenshots
*Screenshots can be added by dragging and dropping them here.*"
firecrawl/firecrawl-mcp-server,2974301376,36,Client Closed or Failed to create on Windows 11,open,2025-04-05T15:49:14Z,2025-05-05T12:35:48Z,[],nayanbamnote,![Image](https://github.com/user-attachments/assets/1f5c4e56-16ab-4f45-8bda-9e8b293cc962)
firecrawl/firecrawl-mcp-server,2968435371,34,How to configure the cline plugin after deploying firecrawl in docker,open,2025-04-03T06:04:45Z,2025-04-03T06:06:20Z,[],baili168,"Hi, I have some problems with private deployment. Please help with analysis, thank you

This configuration could be used directly earlier, but now it cannot be used. How can I adjust it?

![Image](https://github.com/user-attachments/assets/dc31b07a-0cac-47fd-8172-a6840447104f)

![Image](https://github.com/user-attachments/assets/6f1a6920-89db-4b89-8f7d-66418d1fbecd)"
firecrawl/firecrawl-mcp-server,2949313971,31,Smithery deployment,open,2025-03-26T11:54:02Z,2025-04-10T06:50:12Z,[],arjunkmrm,"@nickscamara Smithery maintainer here. Seems like the server isn't deployed on smithery yet though it has the required Dockerfile and YAML. Let me know if there were any issues during the deployment!
link: https://smithery.ai/server/@mendableai/mcp-server-firecrawl"
firecrawl/firecrawl-mcp-server,2946441888,30,"World first firecrawl mcp playground online  ,hope you like it",closed,2025-03-25T12:54:20Z,2025-04-03T16:17:27Z,[],gstarwd,"![Image](https://github.com/user-attachments/assets/33e2ee96-e873-4c95-a2d3-29c767107fa8)
https://mcp.so/playground?server=firecrawl-mcp-server"
firecrawl/firecrawl-mcp-server,2942123729,29,Add ws in package.json,closed,2025-03-24T06:18:04Z,2025-04-03T16:17:26Z,[],lkm1developer,"Please add ws in package.json. I got an issue 
Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'ws' imported from /app/mcp-servers/firecrawl-mcp-server/node_modules/isows/_esm/index.js

after installing ws manually , it worked"
firecrawl/firecrawl-mcp-server,2940734292,28,Not working on Cursor 0.47.8,closed,2025-03-22T21:35:45Z,2025-04-05T19:36:55Z,[],AStox,"The latest version of cursor no longer has the add MCP dialogue box. Instead it takes you directly to `mcp.json`.

Adding this to the json, substituting my API key adds the MCP server to the MCP server list in cursor settings, but the firecrawl MCP server will not initialize properly.

```
{
  ""mcpServers"": {
    ""firecrawl-mcp-server"": {
      ""command"": ""env FIRECRAWL_API_KEY=my-api-key npx"",
      ""args"": [""-y"", ""firecrawl-mcp""]
    }
  }
}
```

I see this in the list (edited to remove my api-key):

<img width=""794"" alt=""Image"" src=""https://github.com/user-attachments/assets/8d9e6729-7055-4f59-b9b5-815eb49d5dd2"" />
Refreshing the list does nothing but updates the error message to `client closed`
"
